cleaned_text,label,keyword_tag
gün olur devran döner bizde tsyi koruduk diye bi yerleri kaltı fb'm💙💛,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
kim yaptıysa allah belasını versin inşallah,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
bu 4 nisan 2015 teoldu ismail kartal burnukanadı,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
ben vurulan adama üzüldüm,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
ayyy su gibi akıyo ya yazık iyi bari oyunculara birşey olmamış 🥺,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
yıkamayacaksınız fenerbahcemızı,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
kim vurdu ya,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
abi ona trabzon spor lular yaptı,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
sadece soför yaralı oyuncular ölümden döndü,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
şoföre.uzuldum.futbol.kalksin.,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
adamın burnu çok kanamiş allah yardımcısi olsun 😢,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
fb sewmionuz die niye yapıyplarki,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
2:12 volkan kameramana mı bağırıyo ?,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
offff çok kötü,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
geçmiş olsun,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
şu an trabzon otobüsü kurşunlansa iyi olur,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
kıskanılıyoruz,0,Fenerbahçe otobüsüne saldırıda yeni delil aranacak (Arşiv)
türk futbol ve hukuk tarihindeki en büyük kara lekedir şu olayın çözülmemesi.,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
hiç sevmem emreyi ama bu hareketinden sonra çok sevdim,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
gazetecilerin pişkinliği ya tam dayaklik,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
7 yıl 2 gün önce,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
emre adamdır sahada canavara dönüşüyor o ayrı,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
emre kral gerisi yalan,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
geçmiş olsun allah birdaha yaşatmasın,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
spor yapmaaaaaa gelioz,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
türk futbolunda kara bir leke olarak kaldi,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
yani amaçları neydi şoför orda hakimiyeti kaybetse yuvarlansa şuan burda daha kötü şeyler konuşuyor olurduk,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
hala daha ellerini kollarını sallayarak yürüyorlar,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
gs liyim ama bu olay futbol tarihimizin en rezil olayıydı allah'tan otobüs şoförü soğukkanlıydı,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
"aziz başkanı bitirmek için neler yapıldı, sonra kendi elimiz ile aziz başkanı sırtından vurduk 👏👏👏 allah belamızı veriyor",0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
bizim orda oldu ben bu günü biliyorum,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
olayın failleri hala yok çok yazık,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
o gün tüm otobüsün öldüğünü düşünsenize.. düşünmesi bile garip,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
mikrofona kamera demesi,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
ah hükümet ah şu olayın aydınlanmamasında bile parmağın yoksa neyim,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
"kim yaptıysa annesi, bacısı , karısı , çocuğu aynı tehlikeyi atlatsin inşallah",0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
trabzon gibi bir yerde gayet normal. bu olay yüzünden o sene kupayı alamadı takım,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
yapanı da biliyorlar olay da çözülü açıklmadılar sadece,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
ya kim?,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
sevgi kurşun geçirmez 💛💙,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
şoför öldü şoför de şansa mı değmiş,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
şoför ölmedi dostum yaralandı ve iyileşti,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
"insan kendi takımına şampiyonluk yolunda bunu yapar mı hocam, saçma bir düşünce bence.",0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
leke cozuldu cozuldu de islerine gelmedi iki tane piskopat yapti yanlarina kar kaldi,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
şoför vuruldu.,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
bu arada ben galatasaraylıyım. bu yaşanan olayın takımla bi alakası yok ama fenerbahçeli olduğumu düşünerek cevap veren arkadaşlar için söylemek istedim.,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
wp ver atıyım video,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
sen hayal mı görüyosun yaz bi google a araştır kafandan sallama kimse böyle bişey yapmaz kendine,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
şike olayından nasıl yırtıgınızda araştırmalı,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
reklam için yapmış olabilirler,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
aynen reklam için şoföru yaraladilar,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
reklam icin bi oyuncu sakatlandı falan denilir bi td nin kafası yarıldı 5 dikiş atıldı falan denilir ama takım arabası kurşunlanmaz,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
oda sana bayılıyo,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
sanane ?,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
emre bizi sevmesin bizene sonuçta biz paraya değil parçalıya muhtacız,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
skekrkke sırf bu hareketinden dolayı mı,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
evet ?,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
ısmi soy ismi adamin racon kesmesine yeter,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
o kadar değilde sırf ben olsam bende aynısını yapardım en iyisini yapmıs onun icin,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
sevmezdim bu hareketinden sonra yine sevmiyorum,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
banane?,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
biz fenerbahçe için insanlarla dost olduk düşman olmakta çok güzel der emre belözoğlu,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
emre saha içinde kötü biraz yoksa çok iyi bi inasan,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
bnde hic sevmem bu hareketen sonra da sevmiyorum,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
futbol oynamaaağğ geliozz,0,Fenerbahçe'nin otobüsü kurşunlanalı 2557 gün oldu 😔 #aydınlanmayangun #shorts #shorts #short #keşfet
"zanlılara ”trabzon sizinle gurur duyuyor” diye tezahürat yapan grubu hangi şehir halkına mal edelim, madrid’e mi, mogadişu’ya mı ?",0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
sene 2024 failler hala yok,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
o sene şampiyonluk resmen elimizden çalındı gitti lige ara bile vermediler amaçlarına ulaştılar kesin gözle bakılıyordu o sene fenerin şampiyonluğuna,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
sene 2022 hala bi tane bile gelisme yok;),0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
sene oldu 2021 hala failleri bulunmadı. ülkemizdeki adeletin güvenirliği işte bu kadar...,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
5 yıl geçti fail hala bulunamadı sevgi kurşun geçirmez,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
10 yıl oldu hala aydınlatılmadı.,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
o orusbu çocuğu yakalanmadıya ona içim yanıyor,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
hala bulunamadı be yazıklar olsun,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
"sinan enginin akilli bi insan olup olamadigi ile ilgili suphelerim vardi artik eminim dunku programi izledim bu aksamkini de izledim ve dikkatimi cekti iki gundur ayni seyleri konusuyor ""bunu nasil yapaarsiniz,bunu nasil dusunmusler,butun takimi oldurmeye kalkmak ne demek,boyle sey olurmu,inanilir gibi degil""ve bunun gibi seyler baska hicbirsey konusmadi anladik baska bisey soyle be adam futboldan falan da anladigi yok cok mantiksiz konusuyor bazen iyiki ertem sener diye fanatik bir sinan engin yalakasi var yaninda nezaman baslasa sacmalamaya araya giriyor ben anladim dedigini falan tercume ediyor bize sacmaliklarini",0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
"rok : "" devletın ıcınden kımse yoksa bu ısın ıcınde bu iş cözümlenir."" sene 2023 sonu iş hala çözülmedi....",0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
sene 2025 halen açıklanamayan olay.,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
çoğumuz bu programda gülüp geçeriz genelde ama ahmet çakar gerçekten çok zeki bir insansın dedikleri bazılarına göre komplo gelebilir ama hocada çok farklı şeyler var taktir ediyorum. (fenerliyim),0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
tuvalette çay bardağı :d,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
o zamanlar 3 saat program yapıyorlarmış şimdi 1 saat zor yapıyorlar.,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
ah be nerdeyse 3 saat yayin vardi ne güzel günlerdi be,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
3 temmuz 2025 hala bulunamadılar,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
35:13 sinan hiç mi düşünme yeteneğin yok,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
ahmet çakır mükemmel konuşuyor valla. tebrik ederim bi anda kendımı burda buldum ve dikkatımı cektı cok ıyı bılıyor,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
peki bu yıldan 1 yıl sonra darbe olması :),0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
ts kafayi yemis,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
yok ys,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
fenerbahçe-d.kiev maçındada putin tezerhuatları yapan fener taraftarıda aynı zihniyyetde...,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
olum bende trabzonluyum ben karşıyım benim gibi trabzonun yüzde 90ı bu olaya karşı ma l mal konusma sana bunu dedirtmek için ülkeyi bölmek için bu olaylar yapılıyor zaten,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
biz böyleiz,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
hepsi tamamen fenerbahçe’yi yok etmek içindi böyle kahpece yıkamadılar şampiyonluktan ettiler futbolcularımızın hepsi bu korkuyla bozuk psikoloji ile oynadı ve bir çok oyuncu takımdan ayrıldı. şampiyonluk elimizden ayrıldı,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
bi galatasaray li olarak gecmis olsun fenerbahce,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
4cü yıldız geliyordu ama bu şerefsizler yüzünden kaybettik.,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
5 yıldız ız,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
insanlar ölümden döndü sen hala şampiyonluk diyon olm yakışıyor mu,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
sence kim yapmişti,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
gs yaptir di kesin her şey beklenir bunlar dan,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
bu olayla ilgisi yok haftalar önce akhisarı sahasında yense şampiyondu,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
ne alakası var kardeşim bu olaydan sonraki 8 maçta 5 galibiyet 3 beraberlik almış fenerbahçe mağlubiyet dahi yok ki beraberlikler o senenin iyi takımlarından eskişehire ve başakşehire karşı alınmıştı o sene şampiyon olunamamasının en büyük sebebi gsnin son haftalarda yakaladığı galibiyet serisiydi bilip bilmeden konuşmayın,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
iyi oldu,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
2010-2011 bizim kupamiz gitti malesef sana oldumu dokunuyor 👍,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
zaten senin zihniyetin de olan insan dışı varlıklar tarafından kurşunlandı fenerli değilim insanım 😉,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
yapmadığımız ispatlandı :)ağlayabilirsin şimdi,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
boş yapma,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
çünkü devlet içerisindeki yapılanmanın ürünü,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
6 yıl oldu,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
rok zaten bütün planı biliyormuş,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
.records nerden biliyor muşum ?,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
10 yıl,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
yakalandı serbest bırakıldı,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
bilerek bulmuyorlar be 2021 oldu,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
2021 giriyoruz bulunmadı -.-,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
girdik bulunamadi,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
naber sndmmsmd,0,(T) Beyaz Futbol 5 Nisan 2015 Tek Parça
bunların hep arabası hemde ehliyetleri kalıcı iptal edilmesi lazım bu ne saygısızlık,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ya bunların ne ehliyeti iptal edilmesi direkt 5 ila 10 yıl yargılanmalı,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
cezasızlık algısı böyle hayvanların çoğalmasına neden oldu,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
adam normal insanla kavga eder gibi arabayla ediyor..enteresan bir belgesel...,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"aracından inen goril, serbest dövüşe geçti.",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
polisle alakası yok! orman müdürlüğü görev alanına giriyor.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
en az 50000 tl ceza ve 2 yıl ehliyet+kamu hizmetlerinden men cezası.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ehliyet alınsın iki sene yatsın,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"👍 bravo, ne kadar da terbiyeli bir beyefendi! ehliyetini elinden alıp beş yıl hapse atın. o zaman akıllanır belki .",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"inşallah bir gün bizde bir devlette yaşayabiliriz kanunları kuralları olan. barzoya, haine,zengine vekile göre, dayısı olana göre işleyen ,kanunları olmayan",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
acilen kısırlaştırılmalı,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
tam bunu yaparken şoför inip kafasını gözünü kırıyoda az önce aslan kesilen fareye dönüp kaçacak delik arıyo ya bayılıyorum😂,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
bir şarjör içeriden karnına dolduracaksın bunun işte,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
doğru düzgün cezalar vermek için neyi bekliyorlar,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ehliyetleri iptal edilsin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
türkiye'de ne çok rahatlık var ve bunun sebebi bu ülkede kanun yok nizam yok.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
tutuklanması gerekir,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"bunun gibiler adama lisansını yaktırır, denk gelmemek için dua ediyorum.",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
cezası yok o yüzden böyle,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"bunları askere göndersenize, tüm enerjilerini orada değerlendirsinler. bare faydaları olur 👍",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
çok haklısınız yaptırım para cezası değil ehliyetine getirilmeli,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
kendilerini de kaybetmek lazım sınır dışı edilsin ki kimse cesaret dahi etmesin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
en iyisi özgürlüğünü iptal edecen,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"haklısınız ama bunun arabası da ehliyeti de olmayabilir, sağ kapıdan inmiş. direk hapis cezası almalı bence.",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
adam şoför değil ki ehliyeti alınsın ? yolcu ? :),0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
bu toplumun duzelme ihtimali bile artik ihtimal dahi degil. bundan sonrasi helak sureci,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
bunların direk belediyenin bahçe düzenlemesine 3 ay ceza verip ücretsiz çalıştıracan kamuya zararı yerine faydası olacak ehliyetler iptal araçlar 7 emine çekilecek anca öyle önüne geçersin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
var zaten cezada yatıyorlar.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
hiç bişey olduğunu zannetmiyorum bu saldırgan vatandaşlara,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
​ 😂😂 daha 2 gün önce ordaydim. 2 bira içip ehliyetine el konulup 17 bin ceza alıp 10 gün ala çıkamadı. daha bir sürü şeyler. yasalar çok ağır ayriyeten ne suç işlersen işle seni imzaya cagiriyorlar,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"tamam şu an olan ne, gerçek ne???",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
+5yıl cezaevi,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
karşıtaraf acaba neler yaptı onlar ne olacak kışkırtma yapanlar yani,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ne kışkırtması kışkırmayın yahu😡,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
kadının arabasına saldırdıysa kadın haksızdır kesin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"bu kadar saygıdan yoksun, saldırgan, vahşi başka bir memleket varmı merak ediyorum",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ceza işlemez hangi kanun uygulanıyorki 3 güne çıkar,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
sonsuza dek,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
akp li kesin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
aynen bide deli elbisesi giydirip sehir sehir gezdireceksin,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
saygısızlık mı ?!?! biraz ağır olmadı mı.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"yetiştirdiğiniz çocuklar büyüyünce işte bunlar, niye sorun yapıyorsunuz ki?",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
kim yargilayacak ? can güvenligin varmi ülkede sen önce ona bak .,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
en aşağı 1 milyon lira para cezası uygulanmalı.kırmızı ışıkta geçmenin cezasının 5000 olduğu yerde bu ceza en makuludur,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
korkak bunlar vallahi yuzunde n bellı😂😂😂,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"çok acil bir yasa çıkması şart !! direk hızlı mahkeme’de yargılanmaları lazım, 5-10yıl çok doğru",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
peki o kadın adamı o kadar sinirlendirecek ne yaptı kaldıkı o adam şöför değil yolcu,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
rabbil türkiyedeki insanlara savir versin.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
önüne gelen af yasası çıkarırsa böyle olaylar artış olur.,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
burası türkiye herşey serbest herkezin yaptığı yanına kalırsa kimse korkmaz kendinizi koruyun devlet artık vatandaşını koruyamaz hale geldi,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
kesinlikle dogru,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
barbarlığı kenardan izleyen her toplum buna layıktır,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
algı değil doğrusu,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
bi suç işle de ceza var mı yok mu gör. 😆😆😆,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
aynen,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
ceza var ama belediye başkanlarına :),0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
baklava yiyek mi 😂😂😂 sonra da kule yaparız 😅,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
çok doğru,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
kesinlikle doğru,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
cezasızlık algı değil gerçek ceza almıyor ağır suç işleyende hafif suç işleyende,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
algı değil ki. memlekette adalet mi var sence ?,0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
"nasıl anlıyorsun be kardeşim, memlekette adaletin a sı kalmadı tabiki her çürümüş kokuşmuş, cezasızlık algısı demekten ne anlıyorsun hayretler içindeyim ceza almamak inancı demek istiyorum böyle olunca bunlar gibi hayvanlar kendinde cesaret buluyor dedim gayet acık",0,Trafikte tartıştığı araca tekme ve yumrukla saldırdı #shorts #trafik #keşfet
